id,loss
131822,1137.4193673585116
131823,1520.7164853104894
131824,3285.7450940919803
131825,1281.1940420775725
131826,2484.6034865008573
131827,2975.149464721124
131828,850.9816111770014
131829,2754.6620974636876
131830,2687.18474238819
131831,2769.0785077323576
131832,1901.5788125140004
131833,1394.4662103619212
131834,1133.2108602725932
131835,1578.0503217206845
131836,1234.5029030036908
131837,5009.53535169189
131838,2169.35500102505
131839,921.7554876209558
131840,2336.1331402090586
131841,2037.5306091113112
131842,7659.1386086313505
131843,2900.8269792630213
131844,5219.037735123044
131845,2728.331697268252
131846,9834.660055676273
131847,1290.312419367778
131848,5153.667280280821
131849,2484.673648551882
131850,1376.0195159651169
131851,1246.8286020370451
131852,1357.463764604902
131853,1174.3951322204582
131854,1167.2978625507956
131855,3233.20422545172
131856,2574.25386502025
131857,1881.7918143691402
131858,11564.013989976962
131859,1419.3895483620504
131860,2470.2920072835705
131861,1653.498924380598
131862,1982.0485215537624
131863,844.9490830743011
131864,5048.753794509527
131865,1634.0439301943002
131866,3271.83077817822
131867,1178.5037319760695
131868,1082.0414372228322
131869,2689.4850205020143
131870,1674.0146390704842
131871,6988.755783769226
131872,1440.4883726876265
131873,2799.618113389662
131874,2281.857335967577
131875,1697.5547822006772
131876,1768.5147180388713
131877,7901.1313497696165
131878,2373.7633963231033
131879,1293.7616897338796
131880,2876.174112834854
131881,1208.2229702124037
131882,1764.4135911647784
131883,1941.2696049719011
131884,1535.7870420698932
131885,2079.840367011015
131886,1186.516603801296
131887,1432.3297836618524
131888,5284.245473086504
131889,6951.623282085518
131890,727.7673668714511
131891,1871.30616804956
131892,1976.0791550631934
131893,1510.534093422329
131894,2509.972603583862
131895,2861.2190112373582
131896,4915.356982699031
131897,2052.2604571359466
131898,1643.7061372479463
131899,1577.3287969120845
131900,2905.787567683274
131901,4626.27524564267
131902,1996.7209884601411
131903,3847.470909669733
131904,2645.3345428984617
131905,1229.615440990099
131906,2287.4760521563016
131907,1391.7432452635812
131908,774.607604534987
131909,1761.3481152835136
131910,4284.022157158754
131911,1345.5409133117537
131912,1307.8869498495203
131913,1262.2173536331927
131914,2034.9581477908607
131915,2981.686366869499
131916,2684.9121983073337
131917,1535.3855615916975
131918,2755.8434565636703
131919,1560.76586566938
131920,1195.0668518681055
131921,5256.284933403229
131922,1571.2127686059976
131923,3126.129510017299
131924,1593.7026442287004
131925,1863.383861504536
131926,1506.401510746343
131927,1645.9958929865288
131928,2899.719828028194
131929,11218.699284070832
131930,11281.272919512432
131931,3024.2276618914034
131932,1258.3711051958956
131933,4489.378782032747
131934,922.1663771749089
131935,1467.1009455788655
131936,2033.6446426924135
131937,2295.042105669078
131938,2570.185397902758
131939,1102.992216796439
131940,1693.0258482897325
131941,1883.138409169065
131942,1679.012112723441
131943,1531.5217910011386
131944,1633.3493071358046
131945,1195.6069250025512
131946,3736.950651905874
131947,5150.3719733824555
131948,3568.7015313749457
131949,6602.893404636082
131950,2971.2978417486866
131951,4086.187537367062
131952,1075.347705608418
131953,1559.681059966377
131954,2111.5488765240298
131955,2023.1948230729001
131956,1357.8806189391348
131957,1135.0100401795426
131958,2520.868349476981
