id,loss
131822,1174.171021271776
131823,1565.5554160392503
131824,3334.6550112195887
131825,1345.3541058779974
131826,2592.8215384300524
131827,3141.495701711327
131828,882.3696173571375
131829,2705.10885263792
131830,2704.0615050292477
131831,2729.8776198035016
131832,2099.874839218202
131833,1387.1763728566436
131834,1194.3392347122037
131835,1633.7983476613697
131836,1281.2222907128107
131837,5136.345040212383
131838,2057.3987140226177
131839,1013.3035946234081
131840,2387.576752000564
131841,1970.5078714872059
131842,7861.358029045333
131843,2804.9193380612955
131844,5034.59121847928
131845,2801.941863667069
131846,8783.678103183927
131847,1267.5791280997398
131848,5764.473646514551
131849,2628.4729977089723
131850,1448.7193111873275
131851,1249.982465669939
131852,1437.279004935006
131853,1304.808122327851
131854,1193.038170687339
131855,2974.285212824022
131856,2564.207101075517
131857,1926.3343522783118
131858,11294.792200556234
131859,1482.82232985534
131860,2475.2633405815604
131861,1710.24445407394
131862,1923.3867910991078
131863,864.2373574288315
131864,4709.156838010588
131865,1581.8547983024625
131866,3431.2231710453602
131867,1185.9189927143552
131868,1134.857865215388
131869,2751.5483287365096
131870,1796.0757562634858
131871,7571.8426389810575
131872,1402.5308894565737
131873,2906.68952277138
131874,2481.0053054541195
131875,1727.690822388799
131876,1798.2110380290378
131877,7773.08712832204
131878,2348.351993192237
131879,1242.6775945077866
131880,2817.598676439225
131881,1162.066545440287
131882,1712.396881574746
131883,1836.3382280999708
131884,1596.8660950369938
131885,2152.709365924866
131886,1182.1736592521538
131887,1460.817994653843
131888,5402.787708565089
131889,7072.508757191373
131890,775.086390498954
131891,1825.7784611735983
131892,1915.2531844745256
131893,1561.3673524476546
131894,2513.9691482164294
131895,2760.200068839453
131896,4884.646257172096
131897,2007.1532066461875
131898,1640.5809189877166
131899,1642.9963330982403
131900,2883.2013997863683
131901,4684.913750424858
131902,2053.2198358283804
131903,3801.0883187592476
131904,2565.676656127649
131905,1289.8854578013472
131906,2230.9736919590086
131907,1466.0333684385769
131908,818.4812261631325
131909,1662.2412749497298
131910,4390.164197096475
131911,1408.9253536900849
131912,1383.721202300251
131913,1300.2091730309903
131914,2056.3728671676704
131915,2906.734535697353
131916,2654.0604283938255
131917,1523.6695357177475
131918,2744.4066920703613
131919,1649.6104961293518
131920,1206.294682681098
131921,5051.969387796898
131922,1575.2848445806726
131923,3234.440296641901
131924,1655.6440952309997
131925,1815.2053732795948
131926,1352.0999675921153
131927,1808.2802687102383
131928,2891.4172054824617
131929,10001.61206162845
131930,11573.637235957383
131931,3002.354222731204
131932,1260.8643822997597
131933,4443.815556398657
131934,968.1966211792445
131935,1442.1175831444223
131936,1665.1942922820474
131937,2311.4784784571857
131938,2570.4180274160267
131939,1250.5580106832927
131940,1751.9986848671704
131941,1866.3302798312645
131942,1615.4766376070404
131943,1546.5621439871047
131944,1569.4761592000136
131945,1305.7894293312916
131946,3437.358659713613
131947,4942.4417982787
131948,3315.921839562608
131949,6962.968356859636
131950,2959.074082337458
131951,3998.2927226176844
131952,1064.081778499062
131953,1580.0996759812485
131954,2037.7781287109424
131955,2011.584177057009
131956,1370.8344126222933
131957,1145.5837849279594
131958,2354.867821048598
131959,1581.9088518117717
131960,9050.032513132808
131961,3669.5932580885838
131962,2452.408790659016
131963,3344.895167911857
131964,11201.90992589002
131965,2056.7610125128135
131966,1513.9440348798935
131967,2477.636516946116
131968,2075.3833534582795
131969,1956.7212627031815
131970,3715.9641969619083
131971,5990.481924998273
131972,1371.955968797958
131973,901.2566603354843
131974,2520.190589955939
131975,1756.7753979108718
131976,3648.3528290413765
131977,1306.0741068369296
131978,1581.8731911698876
131979,3164.314222792742
131980,2617.991340750933
131981,1991.5129856598453
131982,992.707733290445
131983,1567.2387294373243
131984,2396.347693183026
131985,1844.1861787898617
131986,2260.9303302637763
131987,1772.4730750903054
131988,1378.3856891668813
131989,1452.241284720577
131990,939.1473177368856
131991,1044.083058719628
131992,2330.152289521754
131993,2569.2449734036327
131994,891.8433673603502
131995,3077.141461277723
131996,1700.6715282802306
131997,1076.4107762347287
131998,1513.9189484357537
131999,2997.2971906318853
132000,1433.3351718734987
132001,4408.839643388577
132002,1442.350311240706
132003,2690.5923159192657
132004,3766.276759074347
132005,2476.2038792353474
132006,1799.0423391903819
132007,1987.3581885553403
132008,1976.2976037358503
132009,1223.753922575538
132010,2221.774221605601
132011,2569.861289553898
132012,1391.559752766206
132013,1581.1241748434509
132014,1814.1695978041964
132015,1716.4022810980368
132016,3863.620052133482
132017,1148.0331940905676
132018,1444.2370985555845
132019,13385.393151369108
132020,4961.101053648528
132021,2176.299183112984
132022,1535.645038068003
132023,1408.870357431408
132024,1844.607698776734
132025,1109.482206610862
132026,1359.589343407802
132027,2093.4363786717804
132028,1718.3707491629057
132029,2190.8523612591594
132030,1028.6714898853734
132031,1184.2097527871745
132032,3260.1512862692475
132033,1134.7457957098075
132034,1896.2387275428193
132035,2526.8753771096863
132036,3606.019603162318
132037,934.4179074056678
132038,1066.8013612826603
132039,1530.9669754199163
132040,1415.6964646379636
132041,1910.2563290203766
132042,1454.986036016789
132043,2264.5521390459503
132044,1202.3396816378738
132045,1391.8535632618737
132046,1682.4700101953215
132047,1420.7826507307354
132048,1011.9596504891739
132049,2879.4310211466372
132050,4079.5271058414196
132051,1334.6441185543556
132052,1294.841947803026
132053,2429.9699718615866
132054,2565.2078202507573
132055,3396.4382473621476
132056,1815.2128565373273
132057,3203.917355629109
132058,11697.618158613011
132059,6637.931715219418
132060,1412.4901954061672
132061,742.8435727843342
132062,1690.4953120974048
132063,2762.274195814652
132064,2873.8856435908237
132065,3363.5712812660663
132066,1442.841833229734
132067,1371.8737115250844
132068,1887.5411609233834
132069,1677.7555394604558
132070,2641.639243124797
132071,1377.9921107399623
132072,1284.0099844508904
132073,3454.600939962978
132074,4336.090293220577
132075,1895.6066971403409
132076,6328.181987228035
132077,1031.6940175968261
132078,1163.9379577196394
132079,2661.9439028108504
132080,1362.3245800192776
132081,1579.3864317837272
132082,3979.0914807917557
132083,1988.4742907992068
132084,3265.5893110388533
132085,1669.9911202256694
132086,8952.909464519347
132087,1607.3057005004393
132088,6141.905930443659
132089,2946.2990001264384
132090,3397.5885792770837
132091,1833.775618218168
132092,2264.322179428359
132093,2584.3547856197706
132094,2660.0707327201667
132095,2485.9980662634775
132096,814.5860785113457
132097,1430.7857303137262
132098,2124.1970787638115
132099,1428.9628497262283
132100,3035.747007747269
132101,1766.1087556610357
132102,1861.3147728833449
132103,2815.180170274351
132104,2492.1784640955707
132105,3576.010874694946
132106,1773.9867146484842
132107,1639.4009204612205
132108,1681.7033853382459
132109,2648.0017261816224
132110,1698.532687775911
132111,6250.981296155479
132112,2241.916107976819
132113,1770.6356071129403
132114,5127.129993384377
132115,3332.4122666306425
132116,2015.6090737170052
132117,2057.4513360670444
132118,1652.516984081013
132119,3924.4244006315107
132120,3807.3621817184767
132121,6453.0042173253705
132122,2070.416183667185
132123,3743.9461483363452
132124,2691.3948408136694
132125,2470.119182891095
132126,2188.6576899191164
132127,2128.0777554630854
132128,6997.856145474824
132129,2653.6367701891936
132130,2265.032664473447
132131,1045.7161748023925
132132,2031.139906112247
132133,1605.7793570404704
132134,2609.204239252081
132135,980.1834792806287
