id,loss
131822,1467.072428860672
131823,1551.7155278958905
131824,3529.292301516558
131825,1182.428468868937
131826,2790.473227060766
131827,1985.0139141036457
131828,814.8040776168583
131829,2795.497498416338
131830,4228.043744519361
131831,1983.4095104901842
131832,2571.3955722129585
131833,1525.2431991500678
131834,1010.5827837034204
131835,1944.87984277393
131836,1196.5971525174314
131837,4352.9808790736315
131838,1370.2634036676297
131839,1259.105858240507
131840,2229.056933716837
131841,1946.192048058714
131842,5769.698915669063
131843,3448.5556496920653
131844,3731.835737191464
131845,2752.7324461241005
131846,8562.72207163282
131847,943.1387331922402
131848,4952.83654871165
131849,2241.079762415774
131850,2303.2265138007624
131851,913.7811470654129
131852,2010.795769842644
131853,1423.5110008379581
131854,882.8352861083703
131855,4057.0182662436837
131856,4156.4714523803295
131857,1704.8727948335868
131858,9960.628152141244
131859,1777.5560206089008
131860,4977.782584111381
131861,1204.1073815940829
131862,1938.6703669367234
131863,583.9091966871599
131864,4778.152063828297
131865,1338.6718483652487
131866,3550.6516229780846
131867,1572.1493993426543
131868,1287.5599736819224
131869,3714.551506398813
131870,1882.3391304671125
131871,5844.258006073692
131872,1432.664196237183
131873,4288.840369368685
131874,1944.716774830375
131875,1903.0719581459277
131876,2952.164110503181
131877,6663.466024651057
131878,2808.4306508686495
131879,948.3259917409565
131880,4255.016821616712
131881,773.6470671909831
131882,1390.5227741121203
131883,1279.5568748851315
131884,1556.8700718226694
131885,1001.6068586726141
131886,1147.3849375170428
131887,1076.229300746301
131888,3378.425543157858
131889,14821.401155440808
131890,602.2616201665314
131891,1833.1308536325223
131892,1699.3525380308158
131893,1510.5273093338901
131894,5253.71325367254
131895,4585.709062438659
131896,4598.167339716455
131897,2110.9523540684663
131898,1424.3852443910578
131899,1626.2309273098545
131900,2656.0858335856005
131901,3537.1771177212713
131902,3599.8545821485905
131903,4480.359019802769
131904,3576.440074041019
131905,1341.41845082358
131906,2485.6639655819613
131907,2598.762142570963
131908,821.8859791111009
131909,899.9454837827338
131910,5202.5427360981685
131911,1413.1668793843821
131912,1507.7135954485213
131913,1252.3445573452534
131914,1095.4678427781598
131915,2718.3306158210794
131916,2801.215633026669
131917,1594.0707827755857
131918,2841.3515674222726
131919,1057.0252421931832
131920,1325.3721314164989
131921,4552.333214700095
131922,2191.4104750894107
131923,4764.846019779511
131924,2099.038884196515
131925,1644.8845454858726
131926,1197.141799193981
131927,2483.215651541443
131928,3793.1378493265747
131929,10569.812393501386
131930,6613.785701310714
131931,4780.64422897718
131932,1446.1099564150488
131933,2925.5758989904284
131934,1084.4051593143772
131935,1968.5082274971076
131936,2742.4671175494063
131937,3136.5613558249665
131938,2892.634439953367
131939,1165.3442778610838
131940,1211.7661816607597
131941,2203.7036585435344
131942,1994.7097784820244
131943,1571.940326186137
131944,1817.2814818191273
131945,1064.3923210549108
131946,5669.279498045633
131947,8417.878632094205
131948,4721.426640337786
131949,8323.206767297186
131950,3137.36304285949
131951,3082.808373717335
131952,1264.20071495207
131953,1986.9924031272703
131954,2137.8737652494024
131955,1993.1026556682316
131956,892.968976985057
131957,923.2570376175229
131958,4942.819619705468
131959,1590.2702292368162
131960,4856.109180004044
131961,2443.549933912058
131962,2860.364877298479
131963,3096.105487972021
131964,9993.777845495159
131965,2675.61285178613
131966,1677.300776233208
131967,2250.6324333522484
131968,1972.93202551732
131969,2354.8971102598434
131970,2730.684363944653
131971,9601.110135741243
131972,1453.610278255437
131973,561.4868001539563
131974,2355.368245419558
131975,1580.3470361469624
131976,4541.102816652499
